country	partner	year	key1	key2	key3	key4	export	gdp_c	gdp_p	distance
Chile	Israel	2009	ChileIsrael	ChileIsrael2009	Chile2009	Israel2009	39.7	276105.19	194042.87	13218.19
Chile	Italy	1995	ChileItaly	ChileItaly1995	Chile1995	Italy1995	704.9	110187.86	1203934.1	11923.97
Chile	Italy	2000	ChileItaly	ChileItaly2000	Chile2000	Italy2000	911.2	146830.2	1466461.8	11923.97
Chile	Italy	2005	ChileItaly	ChileItaly2005	Chile2005	Italy2005	1855.9	206427.43	1657399.6	11923.97
Chile	Italy	2008	ChileItaly	ChileItaly2008	Chile2008	Italy2008	3652.9	276616.38	1996725	11923.97
Chile	Italy	2009	ChileItaly	ChileItaly2009	Chile2009	Italy2009	1886.2	276105.19	1939192	11923.97
Chile	Japan	1995	ChileJapan	ChileJapan1995	Chile1995	Japan1995	3759.2	110187.86	2871613.8	17247.38
Chile	Japan	2000	ChileJapan	ChileJapan2000	Chile2000	Japan2000	3098.5	146830.2	3287033.6	17247.38
Chile	Japan	2005	ChileJapan	ChileJapan2005	Chile2005	Japan2005	5452.2	206427.43	3889582.4	17247.38
Chile	Japan	2008	ChileJapan	ChileJapan2008	Chile2008	Japan2008	7431.3	276616.38	4289493	17247.38
Chile	Japan	2009	ChileJapan	ChileJapan2009	Chile2009	Japan2009	5032.1	276105.19	4049391.2	17247.38
Chile	Korea	1995	ChileKorea	ChileKorea1995	Chile1995	Korea1995	989.5	110187.86	577335.24	18375.18
Chile	Korea	2000	ChileKorea	ChileKorea2000	Chile2000	Korea2000	930.3	146830.2	808403.8	18375.18
Chile	Korea	2005	ChileKorea	ChileKorea2005	Chile2005	Korea2005	2349.6	206427.43	1096740.8	18375.18
Chile	Korea	2008	ChileKorea	ChileKorea2008	Chile2008	Korea2008	4037.8	276616.38	1306387.2	18375.18
Chile	Korea	2009	ChileKorea	ChileKorea2009	Chile2009	Korea2009	3134.1	276105.19	1312165.4	18375.18
Chile	Latvia	1995	ChileLatvia	ChileLatvia1995	Chile1995	Latvia1995	0.1	110187.86	4973	13359.01
Chile	Latvia	2000	ChileLatvia	ChileLatvia2000	Chile2000	Latvia2000	0.7	146830.2	7776	13359.01
Chile	Latvia	2005	ChileLatvia	ChileLatvia2005	Chile2005	Latvia2005	1.9	206427.43	15938	13359.01
Chile	Latvia	2008	ChileLatvia	ChileLatvia2008	Chile2008	Latvia2008	4.2	276616.38	33453	13359.01
Chile	Latvia	2009	ChileLatvia	ChileLatvia2009	Chile2009	Latvia2009	2.5	276105.19	25854	13359.01
Chile	Lithuania	1995	ChileLithuania	ChileLithuania1995	Chile1995	Lithuania1995	0.3	110187.86	6731	13360.42
Chile	Lithuania	2000	ChileLithuania	ChileLithuania2000	Chile2000	Lithuania2000	0.9	146830.2	11501	13360.42
Chile	Lithuania	2005	ChileLithuania	ChileLithuania2005	Chile2005	Lithuania2005	4.8	206427.43	26100	13360.42
Chile	Lithuania	2008	ChileLithuania	ChileLithuania2008	Chile2008	Lithuania2008	9.2	276616.38	47483	13360.42
Chile	Lithuania	2009	ChileLithuania	ChileLithuania2009	Chile2009	Lithuania2009	6.8	276105.19	37124	13360.42
Chile	Luxembourg	1995	ChileLuxembourg	ChileLuxembourg1995	Chile1995	Luxembourg1995	23.9	110187.86	15881.489	11940.3
Chile	Luxembourg	2000	ChileLuxembourg	ChileLuxembourg2000	Chile2000	Luxembourg2000	36.6	146830.2	23406.699	11940.3
Chile	Luxembourg	2005	ChileLuxembourg	ChileLuxembourg2005	Chile2005	Luxembourg2005	8	206427.43	31765.783	11940.3
Chile	Luxembourg	2008	ChileLuxembourg	ChileLuxembourg2008	Chile2008	Luxembourg2008	8.5	276616.38	41238.444	11940.3
Chile	Luxembourg	2009	ChileLuxembourg	ChileLuxembourg2009	Chile2009	Luxembourg2009	11	276105.19	39500.015	11940.3
Chile	Malaysia	1995	ChileMalaysia	ChileMalaysia1995	Chile1995	Malaysia1995	223.8	110187.86	88832	16562.12
Chile	Malaysia	2000	ChileMalaysia	ChileMalaysia2000	Chile2000	Malaysia2000	108.6	146830.2	93789	16562.12
Chile	Malaysia	2005	ChileMalaysia	ChileMalaysia2005	Chile2005	Malaysia2005	188.8	206427.43	143540	16562.12
Chile	Malaysia	2008	ChileMalaysia	ChileMalaysia2008	Chile2008	Malaysia2008	294.9	276616.38	231072	16562.12
Chile	Malaysia	2009	ChileMalaysia	ChileMalaysia2009	Chile2009	Malaysia2009	173	276105.19	202284	16562.12
Chile	Malta	1995	ChileMalta	ChileMalta1995	Chile1995	Malta1995	1	110187.86	3734	11741.27
Chile	Malta	2000	ChileMalta	ChileMalta2000	Chile2000	Malta2000	0.5	146830.2	4043	11741.27
Chile	Malta	2005	ChileMalta	ChileMalta2005	Chile2005	Malta2005	1	206427.43	6139	11741.27
Chile	Malta	2008	ChileMalta	ChileMalta2008	Chile2008	Malta2008	1.8	276616.38	8776	11741.27
Chile	Malta	2009	ChileMalta	ChileMalta2009	Chile2009	Malta2009	1.8	276105.19	8314	11741.27
Chile	Mexico	1995	ChileMexico	ChileMexico1995	Chile1995	Mexico1995	159.8	110187.86	686643.29	6621.323
Chile	Mexico	2000	ChileMexico	ChileMexico2000	Chile2000	Mexico2000	836.2	146830.2	987112.92	6621.323
Chile	Mexico	2005	ChileMexico	ChileMexico2005	Chile2005	Mexico2005	1660.4	206427.43	1293788.1	6621.323
Chile	Mexico	2008	ChileMexico	ChileMexico2008	Chile2008	Mexico2008	2113.8	276616.38	1627067.9	6621.323
Chile	Mexico	2009	ChileMexico	ChileMexico2009	Chile2009	Mexico2009	1470.2	276105.19	1605272.4	6621.323
Chile	Netherlands	1995	ChileNetherlands	ChileNetherlands1995	Chile1995	Netherlands1995	470.4	110187.86	332570.89	12027.16
Chile	Netherlands	2000	ChileNetherlands	ChileNetherlands2000	Chile2000	Netherlands2000	582.3	146830.2	468263.39	12027.16
Chile	Netherlands	2005	ChileNetherlands	ChileNetherlands2005	Chile2005	Netherlands2005	950.7	206427.43	572900.6	12027.16
Chile	Netherlands	2008	ChileNetherlands	ChileNetherlands2008	Chile2008	Netherlands2008	875.9	276616.38	705759.48	12027.16
Chile	Netherlands	2009	ChileNetherlands	ChileNetherlands2009	Chile2009	Netherlands2009	691.2	276105.19	677507.72	12027.16
Chile	New Zealand	1995	ChileNew Zealand	ChileNew Zealand1995	Chile1995	New Zealand1995	18.7	110187.86	64733.157	9138.396
Chile	New Zealand	2000	ChileNew Zealand	ChileNew Zealand2000	Chile2000	New Zealand2000	14	146830.2	81535.762	9138.396
Chile	New Zealand	2005	ChileNew Zealand	ChileNew Zealand2005	Chile2005	New Zealand2005	35	206427.43	104621.74	9138.396
Chile	New Zealand	2008	ChileNew Zealand	ChileNew Zealand2008	Chile2008	New Zealand2008	38.4	276616.38	123833.72	9138.396
Chile	New Zealand	2009	ChileNew Zealand	ChileNew Zealand2009	Chile2009	New Zealand2009	30.1	276105.19	128182.18	9138.396
Chile	Norway	1995	ChileNorway	ChileNorway1995	Chile1995	Norway1995	93.4	110187.86	102642.65	12747.34
Chile	Norway	2000	ChileNorway	ChileNorway2000	Chile2000	Norway2000	120.5	146830.2	162264.29	12747.34
Chile	Norway	2005	ChileNorway	ChileNorway2005	Chile2005	Norway2005	337.9	206427.43	220190.15	12747.34
Chile	Norway	2008	ChileNorway	ChileNorway2008	Chile2008	Norway2008	532.3	276616.38	292492.13	12747.34
Chile	Norway	2009	ChileNorway	ChileNorway2009	Chile2009	Norway2009	446.5	276105.19	264532.57	12747.34
Chile	Philippines	1995	ChilePhilippines	ChilePhilippines1995	Chile1995	Philippines1995	53.6	110187.86	82121	17626.81
Chile	Philippines	2000	ChilePhilippines	ChilePhilippines2000	Chile2000	Philippines2000	84	146830.2	81023	17626.81
Chile	Philippines	2005	ChilePhilippines	ChilePhilippines2005	Chile2005	Philippines2005	10	206427.43	103074	17626.81
Chile	Philippines	2008	ChilePhilippines	ChilePhilippines2008	Chile2008	Philippines2008	72.5	276616.38	173603	17626.81
Chile	Philippines	2009	ChilePhilippines	ChilePhilippines2009	Chile2009	Philippines2009	84	276105.19	168485	17626.81
Chile	Poland	1995	ChilePoland	ChilePoland1995	Chile1995	Poland1995	16.2	110187.86	285876.01	13002.47
Chile	Poland	2000	ChilePoland	ChilePoland2000	Chile2000	Poland2000	11.8	146830.2	404310.13	13002.47
Chile	Poland	2005	ChilePoland	ChilePoland2005	Chile2005	Poland2005	63.5	206427.43	526078.6	13002.47
Chile	Poland	2008	ChilePoland	ChilePoland2008	Chile2008	Poland2008	212.6	276616.38	687046.12	13002.47
Chile	Poland	2009	ChilePoland	ChilePoland2009	Chile2009	Poland2009	177.9	276105.19	717115.69	13002.47
Chile	Portugal	1995	ChilePortugal	ChilePortugal1995	Chile1995	Portugal1995	31.5	110187.86	135017.25	10242.03
Chile	Portugal	2000	ChilePortugal	ChilePortugal2000	Chile2000	Portugal2000	26.9	146830.2	181963.24	10242.03
Chile	Portugal	2005	ChilePortugal	ChilePortugal2005	Chile2005	Portugal2005	48.3	206427.43	225430.21	10242.03
Chile	Portugal	2008	ChilePortugal	ChilePortugal2008	Chile2008	Portugal2008	55.6	276616.38	264911.93	10242.03
Chile	Portugal	2009	ChilePortugal	ChilePortugal2009	Chile2009	Portugal2009	51.1	276105.19	264660.95	10242.03
Chile	Romania	1995	ChileRomania	ChileRomania1995	Chile1995	Romania1995	4.7	110187.86	35477	13040.96
Chile	Romania	2000	ChileRomania	ChileRomania2000	Chile2000	Romania2000	1.8	146830.2	37333	13040.96
Chile	Romania	2005	ChileRomania	ChileRomania2005	Chile2005	Romania2005	2.6	206427.43	99173	13040.96
Chile	Romania	2008	ChileRomania	ChileRomania2008	Chile2008	Romania2008	3.1	276616.38	204340	13040.96
Chile	Romania	2009	ChileRomania	ChileRomania2009	Chile2009	Romania2009	5.2	276105.19	164344	13040.96
Chile	Russian Federation	1995	ChileRussian Federation	ChileRussian Federation1995	Chile1995	Russian Federation1995	227.5	110187.86	830723	14153.3
Chile	Russian Federation	2000	ChileRussian Federation	ChileRussian Federation2000	Chile2000	Russian Federation2000	22.7	146830.2	998616.93	14153.3
Chile	Russian Federation	2005	ChileRussian Federation	ChileRussian Federation2005	Chile2005	Russian Federation2005	271.1	206427.43	1696729.2	14153.3
Chile	Russian Federation	2008	ChileRussian Federation	ChileRussian Federation2008	Chile2008	Russian Federation2008	478.6	276616.38	2878201.3	14153.3
Chile	Russian Federation	2009	ChileRussian Federation	ChileRussian Federation2009	Chile2009	Russian Federation2009	385	276105.19	2728446.1	14153.3
Chile	Saudi Arabia	1995	ChileSaudi Arabia	ChileSaudi Arabia1995	Chile1995	Saudi Arabia1995	65.6	110187.86	147940	13957.64
Chile	Saudi Arabia	2000	ChileSaudi Arabia	ChileSaudi Arabia2000	Chile2000	Saudi Arabia2000	130.1	146830.2	194807	13957.64
Chile	Saudi Arabia	2005	ChileSaudi Arabia	ChileSaudi Arabia2005	Chile2005	Saudi Arabia2005	116.6	206427.43	328461	13957.64
Chile	Saudi Arabia	2008	ChileSaudi Arabia	ChileSaudi Arabia2008	Chile2008	Saudi Arabia2008	425.1	276616.38	519797	13957.64
Chile	Saudi Arabia	2009	ChileSaudi Arabia	ChileSaudi Arabia2009	Chile2009	Saudi Arabia2009	341.9	276105.19	429098	13957.64
Chile	Singapore	1995	ChileSingapore	ChileSingapore1995	Chile1995	Singapore1995	209.8	110187.86	87062	16402.79
Chile	Singapore	2000	ChileSingapore	ChileSingapore2000	Chile2000	Singapore2000	290.8	146830.2	94308	16402.79
Chile	Singapore	2005	ChileSingapore	ChileSingapore2005	Chile2005	Singapore2005	202.5	206427.43	125429	16402.79
Chile	Singapore	2008	ChileSingapore	ChileSingapore2008	Chile2008	Singapore2008	841.4	276616.38	190590	16402.79
Chile	Singapore	2009	ChileSingapore	ChileSingapore2009	Chile2009	Singapore2009	859.6	276105.19	188830	16402.79
Chile	Slovak Republic	2000	ChileSlovak Republic	ChileSlovak Republic2000	Chile2000	Slovak Republic2000	0.7	146830.2	59309.145	12573.23
Chile	Slovak Republic	2005	ChileSlovak Republic	ChileSlovak Republic2005	Chile2005	Slovak Republic2005	3.7	206427.43	87133.808	12573.23
Chile	Slovak Republic	2008	ChileSlovak Republic	ChileSlovak Republic2008	Chile2008	Slovak Republic2008	10.2	276616.38	125488.95	12573.23
Chile	Slovak Republic	2009	ChileSlovak Republic	ChileSlovak Republic2009	Chile2009	Slovak Republic2009	8.6	276105.19	122167.52	12573.23
Chile	Slovenia	1995	ChileSlovenia	ChileSlovenia1995	Chile1995	Slovenia1995	3.2	110187.86	25868.223	12288.49
Chile	Slovenia	2000	ChileSlovenia	ChileSlovenia2000	Chile2000	Slovenia2000	2.5	146830.2	34916.686	12288.49
Chile	Slovenia	2005	ChileSlovenia	ChileSlovenia2005	Chile2005	Slovenia2005	10.6	206427.43	46962.273	12288.49
Chile	Slovenia	2008	ChileSlovenia	ChileSlovenia2008	Chile2008	Slovenia2008	34.9	276616.38	58713.01	12288.49
Chile	Slovenia	2009	ChileSlovenia	ChileSlovenia2009	Chile2009	Slovenia2009	13.7	276105.19	54867.595	12288.49
Chile	South Africa	1995	ChileSouth Africa	ChileSouth Africa1995	Chile1995	South Africa1995	98.3	110187.86	237067.47	7949.371
Chile	South Africa	2000	ChileSouth Africa	ChileSouth Africa2000	Chile2000	South Africa2000	29.5	146830.2	295749.84	7949.371
Chile	South Africa	2005	ChileSouth Africa	ChileSouth Africa2005	Chile2005	South Africa2005	65.3	206427.43	405754.65	7949.371
Chile	South Africa	2008	ChileSouth Africa	ChileSouth Africa2008	Chile2008	South Africa2008	155.1	276616.38	507531.49	7949.371
Chile	South Africa	2009	ChileSouth Africa	ChileSouth Africa2009	Chile2009	South Africa2009	112.2	276105.19	507144.57	7949.371
Chile	Spain	1995	ChileSpain	ChileSpain1995	Chile1995	Spain1995	402.6	110187.86	628594.97	10715.11
Chile	Spain	2000	ChileSpain	ChileSpain2000	Chile2000	Spain2000	507.2	146830.2	858075.68	10715.11
Chile	Spain	2005	ChileSpain	ChileSpain2005	Chile2005	Spain2005	1266.9	206427.43	1188763.8	10715.11
Chile	Spain	2008	ChileSpain	ChileSpain2008	Chile2008	Spain2008	2059.4	276616.38	1510545.5	10715.11
Chile	Spain	2009	ChileSpain	ChileSpain2009	Chile2009	Spain2009	1502.1	276105.19	1469145.2	10715.11
Chile	Sweden	1995	ChileSweden	ChileSweden1995	Chile1995	Sweden1995	113.4	110187.86	192641.95	13104.44
Chile	Sweden	2000	ChileSweden	ChileSweden2000	Chile2000	Sweden2000	239	146830.2	247995.01	13104.44
Chile	Sweden	2005	ChileSweden	ChileSweden2005	Chile2005	Sweden2005	418.7	206427.43	295293.94	13104.44
Chile	Sweden	2008	ChileSweden	ChileSweden2008	Chile2008	Sweden2008	564.7	276616.38	365235.62	13104.44
Chile	Sweden	2009	ChileSweden	ChileSweden2009	Chile2009	Sweden2009	320.7	276105.19	346435.05	13104.44
Chile	Switzerland	1995	ChileSwitzerland	ChileSwitzerland1995	Chile1995	Switzerland1995	63.9	110187.86	192940.99	11866.25
Chile	Switzerland	2000	ChileSwitzerland	ChileSwitzerland2000	Chile2000	Switzerland2000	48.4	146830.2	233555.73	11866.25
Chile	Switzerland	2005	ChileSwitzerland	ChileSwitzerland2005	Chile2005	Switzerland2005	44.5	206427.43	274902.47	11866.25
Chile	Switzerland	2008	ChileSwitzerland	ChileSwitzerland2008	Chile2008	Switzerland2008	61.5	276616.38	366672.5	11866.25
Chile	Switzerland	2009	ChileSwitzerland	ChileSwitzerland2009	Chile2009	Switzerland2009	58.2	276105.19	363007.52	11866.25
Chile	Thailand	1995	ChileThailand	ChileThailand1995	Chile1995	Thailand1995	159.5	110187.86	168019	17659.3
Chile	Thailand	2000	ChileThailand	ChileThailand2000	Chile2000	Thailand2000	61.9	146830.2	122725	17659.3
Chile	Thailand	2005	ChileThailand	ChileThailand2005	Chile2005	Thailand2005	152.4	206427.43	176352	17659.3
Chile	Thailand	2008	ChileThailand	ChileThailand2008	Chile2008	Thailand2008	184.5	276616.38	272578	17659.3
Chile	Thailand	2009	ChileThailand	ChileThailand2009	Chile2009	Thailand2009	146.8	276105.19	263711	17659.3
Chile	Turkey	1995	ChileTurkey	ChileTurkey1995	Chile1995	Turkey1995	19.3	110187.86	425051.58	13118.55
Chile	Turkey	2000	ChileTurkey	ChileTurkey2000	Chile2000	Turkey2000	88.7	146830.2	589322.78	13118.55
Chile	Turkey	2005	ChileTurkey	ChileTurkey2005	Chile2005	Turkey2005	310.7	206427.43	781243.4	13118.55
Chile	Turkey	2008	ChileTurkey	ChileTurkey2008	Chile2008	Turkey2008	294.1	276616.38	1067943.8	13118.55
Chile	Turkey	2009	ChileTurkey	ChileTurkey2009	Chile2009	Turkey2009	195.9	276105.19	1038571.9	13118.55
Chile	United Kingdom	1995	ChileUnited Kingdom	ChileUnited Kingdom1995	Chile1995	United Kingdom1995	739.8	110187.86	1155242.1	11685.42
Chile	United Kingdom	2000	ChileUnited Kingdom	ChileUnited Kingdom2000	Chile2000	United Kingdom2000	764.4	146830.2	1533510.6	11685.42
Chile	United Kingdom	2005	ChileUnited Kingdom	ChileUnited Kingdom2005	Chile2005	United Kingdom2005	1189.2	206427.43	1984852.8	11685.42
Chile	United Kingdom	2008	ChileUnited Kingdom	ChileUnited Kingdom2008	Chile2008	United Kingdom2008	1159.5	276616.38	2213945.8	11685.42
Chile	United Kingdom	2009	ChileUnited Kingdom	ChileUnited Kingdom2009	Chile2009	United Kingdom2009	1004.5	276105.19	2125438	11685.42
Chile	United States	1995	ChileUnited States	ChileUnited States1995	Chile1995	United States1995	3057.4	110187.86	7338400	8271.045
Chile	United States	2000	ChileUnited States	ChileUnited States2000	Chile2000	United States2000	5052.2	146830.2	9898800	8271.045
Chile	United States	2005	ChileUnited States	ChileUnited States2005	Chile2005	United States2005	9045.6	206427.43	12564300	8271.045
Chile	United States	2008	ChileUnited States	ChileUnited States2008	Chile2008	United States2008	9409.1	276616.38	14219300	8271.045
Chile	United States	2009	ChileUnited States	ChileUnited States2009	Chile2009	United States2009	7840.5	276105.19	13898300	8271.045
Chile	Viet Nam	1995	ChileViet Nam	ChileViet Nam1995	Chile1995	Viet Nam1995	1.2	110187.86	20798	18603.05
Chile	Viet Nam	2000	ChileViet Nam	ChileViet Nam2000	Chile2000	Viet Nam2000	4.2	146830.2	31176	18603.05
Chile	Viet Nam	2005	ChileViet Nam	ChileViet Nam2005	Chile2005	Viet Nam2005	72.8	206427.43	52931	18603.05
Chile	Viet Nam	2008	ChileViet Nam	ChileViet Nam2008	Chile2008	Viet Nam2008	92.3	276616.38	90302	18603.05
Chile	Viet Nam	2009	ChileViet Nam	ChileViet Nam2009	Chile2009	Viet Nam2009	134.6	276105.19	93170	18603.05
China	Argentina	1995	ChinaArgentina	ChinaArgentina1995	China1995	Argentina1995	411.9	1832792.6	258217	19297.47
China	Argentina	2000	ChinaArgentina	ChinaArgentina2000	China2000	Argentina2000	1035.5	3014723.6	284410	19297.47
China	Argentina	2005	ChinaArgentina	ChinaArgentina2005	China2005	Argentina2005	1523.7	5363612.8	181357	19297.47
China	Argentina	2008	ChinaArgentina	ChinaArgentina2008	China2008	Argentina2008	7802.4	8214633.2	324405	19297.47
China	Argentina	2009	ChinaArgentina	ChinaArgentina2009	China2009	Argentina2009	5417.6	9049716.3	305763	19297.47
China	Australia	1995	ChinaAustralia	ChinaAustralia1995	China1995	Australia1995	2191.3	1832792.6	403133.81	8956.436
China	Australia	2000	ChinaAustralia	ChinaAustralia2000	China2000	Australia2000	4691.5	3014723.6	537291.43	8956.436
China	Australia	2005	ChinaAustralia	ChinaAustralia2005	China2005	Australia2005	16920.3	5363612.8	716652.03	8956.436
China	Australia	2008	ChinaAustralia	ChinaAustralia2008	China2008	Australia2008	30716.3	8214633.2	848026.6	8956.436
China	Australia	2009	ChinaAustralia	ChinaAustralia2009	China2009	Australia2009	30222.4	9049716.3	899404.39	8956.436
China	Austria	1995	ChinaAustria	ChinaAustria1995	China1995	Austria1995	681.5	1832792.6	186645.66	7468.012
China	Austria	2000	ChinaAustria	ChinaAustria2000	China2000	Austria2000	1199.4	3014723.6	231572.54	7468.012
China	Austria	2005	ChinaAustria	ChinaAustria2005	China2005	Austria2005	3806.4	5363612.8	276672.16	7468.012
China	Austria	2008	ChinaAustria	ChinaAustria2008	China2008	Austria2008	8205.2	8214633.2	331667.26	7468.012
China	Austria	2009	ChinaAustria	ChinaAustria2009	China2009	Austria2009	6887.6	9049716.3	325304.77	7468.012
China	Belgium	1995	ChinaBelgium	ChinaBelgium1995	China1995	Belgium1995	1216	1832792.6	227449.15	7970.82
China	Belgium	2000	ChinaBelgium	ChinaBelgium2000	China2000	Belgium2000	1886.2	3014723.6	283448.34	7970.82
China	Belgium	2005	ChinaBelgium	ChinaBelgium2005	China2005	Belgium2005	5425.5	5363612.8	337299.88	7970.82
China	Belgium	2008	ChinaBelgium	ChinaBelgium2008	China2008	Belgium2008	10582.2	8214633.2	396534.89	7970.82
China	Belgium	2009	ChinaBelgium	ChinaBelgium2009	China2009	Belgium2009	7984	9049716.3	394813.69	7970.82
China	Brazil	1995	ChinaBrazil	ChinaBrazil1995	China1995	Brazil1995	404	1832792.6	769741	17614.3
China	Brazil	2000	ChinaBrazil	ChinaBrazil2000	China2000	Brazil2000	1694.9	3014723.6	644283	17614.3
China	Brazil	2005	ChinaBrazil	ChinaBrazil2005	China2005	Brazil2005	5840.1	5363612.8	881754	17614.3
China	Brazil	2008	ChinaBrazil	ChinaBrazil2008	China2008	Brazil2008	22152.6	8214633.2	1650392	17614.3
China	Brazil	2009	ChinaBrazil	ChinaBrazil2009	China2009	Brazil2009	17233.1	9049716.3	1622311	17614.3
China	Brunei Darussalam	1995	ChinaBrunei Darussalam	ChinaBrunei Darussalam1995	China1995	Brunei Darussalam1995	15.8	1832792.6	4734	3896.4
China	Brunei Darussalam	2000	ChinaBrunei Darussalam	ChinaBrunei Darussalam2000	China2000	Brunei Darussalam2000	11.8	3014723.6	6001	3896.4
China	Brunei Darussalam	2005	ChinaBrunei Darussalam	ChinaBrunei Darussalam2005	China2005	Brunei Darussalam2005	55.1	5363612.8	9531	3896.4
China	Brunei Darussalam	2008	ChinaBrunei Darussalam	ChinaBrunei Darussalam2008	China2008	Brunei Darussalam2008	143	8214633.2	121417	3896.4
China	Brunei Darussalam	2009	ChinaBrunei Darussalam	ChinaBrunei Darussalam2009	China2009	Brunei Darussalam2009	144.1	9049716.3	10733	3896.4
China	Bulgaria	1995	ChinaBulgaria	ChinaBulgaria1995	China1995	Bulgaria1995	29.4	1832792.6	13422	7364.447
China	Bulgaria	2000	ChinaBulgaria	ChinaBulgaria2000	China2000	Bulgaria2000	53.6	3014723.6	12944	7364.447
China	Bulgaria	2005	ChinaBulgaria	ChinaBulgaria2005	China2005	Bulgaria2005	455.5	5363612.8	28971	7364.447
China	Bulgaria	2008	ChinaBulgaria	ChinaBulgaria2008	China2008	Bulgaria2008	2198	8214633.2	52143	7364.447
China	Bulgaria	2009	ChinaBulgaria	ChinaBulgaria2009	China2009	Bulgaria2009	1484.3	9049716.3	48654	7364.447
China	Cambodia	1995	ChinaCambodia	ChinaCambodia1995	China1995	Cambodia1995	17.8	1832792.6	3419	3351.089
China	Cambodia	2000	ChinaCambodia	ChinaCambodia2000	China2000	Cambodia2000	106.3	3014723.6	3653	3351.089
China	Cambodia	2005	ChinaCambodia	ChinaCambodia2005	China2005	Cambodia2005	504.4	5363612.8	6293	3351.089
China	Cambodia	2008	ChinaCambodia	ChinaCambodia2008	China2008	Cambodia2008	1250.3	8214633.2	10352	3351.089
China	Cambodia	2009	ChinaCambodia	ChinaCambodia2009	China2009	Cambodia2009	1198.3	9049716.3	10414	3351.089
China	Canada	1995	ChinaCanada	ChinaCanada1995	China1995	Canada1995	2724.8	1832792.6	666239.27	10598.32
China	Canada	2000	ChinaCanada	ChinaCanada2000	China2000	Canada2000	6288.9	3014723.6	874086.09	10598.32
China	Canada	2005	ChinaCanada	ChinaCanada2005	China2005	Canada2005	22737.8	5363612.8	1132000	10598.32
China	Canada	2008	ChinaCanada	ChinaCanada2008	China2008	Canada2008	40245.7	8214633.2	1298955.7	10598.32
China	Canada	2009	ChinaCanada	ChinaCanada2009	China2009	Canada2009	34186.1	9049716.3	1274897.1	10598.32
China	Chile	1995	ChinaChile	ChinaChile1995	China1995	Chile1995	276.7	1832792.6	110187.86	19079.88
China	Chile	2000	ChinaChile	ChinaChile2000	China2000	Chile2000	1010.9	3014723.6	146830.2	19079.88
China	Chile	2005	ChinaChile	ChinaChile2005	China2005	Chile2005	3051.5	5363612.8	206427.43	19079.88
China	Chile	2008	ChinaChile	ChinaChile2008	China2008	Chile2008	8586.6	8214633.2	276616.38	19079.88
China	Chile	2009	ChinaChile	ChinaChile2009	China2009	Chile2009	5995.1	9049716.3	276105.19	19079.88
China	Chinese Taipei	1995	ChinaChinese Taipei	ChinaChinese Taipei1995	China1995	Chinese Taipei1995	3295.8	1832792.6	274773	1718.106
China	Chinese Taipei	2000	ChinaChinese Taipei	ChinaChinese Taipei2000	China2000	Chinese Taipei2000	6552.2	3014723.6	326162	1718.106
China	Chinese Taipei	2005	ChinaChinese Taipei	ChinaChinese Taipei2005	China2005	Chinese Taipei2005	21326.4	5363612.8	364849	1718.106
China	Chinese Taipei	2008	ChinaChinese Taipei	ChinaChinese Taipei2008	China2008	Chinese Taipei2008	37054.1	8214633.2	400206	1718.106
China	Chinese Taipei	2009	ChinaChinese Taipei	ChinaChinese Taipei2009	China2009	Chinese Taipei2009	28786.2	9049716.3	377568	1718.106
China	Czech Republic	1995	ChinaCzech Republic	ChinaCzech Republic1995	China1995	Czech Republic1995	134.1	1832792.6	138171.51	7462.242
China	Czech Republic	2000	ChinaCzech Republic	ChinaCzech Republic2000	China2000	Czech Republic2000	728.5	3014723.6	159697.36	7462.242
China	Czech Republic	2005	ChinaCzech Republic	ChinaCzech Republic2005	China2005	Czech Republic2005	3328.9	5363612.8	217658.88	7462.242
China	Czech Republic	2008	ChinaCzech Republic	ChinaCzech Republic2008	China2008	Czech Republic2008	10451.9	8214633.2	269837.73	7462.242
China	Czech Republic	2009	ChinaCzech Republic	ChinaCzech Republic2009	China2009	Czech Republic2009	9439.3	9049716.3	268945.17	7462.242
China	Denmark	1995	ChinaDenmark	ChinaDenmark1995	China1995	Denmark1995	828.7	1832792.6	120026.08	7208.356
China	Denmark	2000	ChinaDenmark	ChinaDenmark2000	China2000	Denmark2000	1142.3	3014723.6	153875.93	7208.356
China	Denmark	2005	ChinaDenmark	ChinaDenmark2005	China2005	Denmark2005	3578.7	5363612.8	179888.49	7208.356
China	Denmark	2008	ChinaDenmark	ChinaDenmark2008	China2008	Denmark2008	6987.9	8214633.2	218808.64	7208.356
China	Denmark	2009	ChinaDenmark	ChinaDenmark2009	China2009	Denmark2009	5889.8	9049716.3	211357.56	7208.356
China	Estonia	1995	ChinaEstonia	ChinaEstonia1995	China1995	Estonia1995	5.5	1832792.6	9072.1257	6372.091
China	Estonia	2000	ChinaEstonia	ChinaEstonia2000	China2000	Estonia2000	207.5	3014723.6	13533.353	6372.091
China	Estonia	2005	ChinaEstonia	ChinaEstonia2005	China2005	Estonia2005	550.7	5363612.8	22275.16	6372.091
China	Estonia	2008	ChinaEstonia	ChinaEstonia2008	China2008	Estonia2008	1072.2	8214633.2	29582.225	6372.091
China	Estonia	2009	ChinaEstonia	ChinaEstonia2009	China2009	Estonia2009	681	9049716.3	26095.389	6372.091
China	Finland	1995	ChinaFinland	ChinaFinland1995	China1995	Finland1995	447.8	1832792.6	95862.202	6326.875
